empresa,nicho,cidade,telefone,email,site,linkedin,instagram,google_maps_url,status
"Porto Camargo Construtora e Incorporadora","construtora","Av. República do Líbano, 587 - Jardim Social, Curitiba - PR, 82520-500","04133634766","canaisdigitais@portocamargo.com.br","https://www.portocamargo.com.br/","https://www.linkedin.com/company/porto-camargo-construtora","https://www.instagram.com/portocamargoconstrutora","https://www.google.com.br/maps/place/Porto+Camargo+Construtora+e+Incorporadora/data=!4m7!3m6!1s0x94dce5bea99a076f:0x7495ab7bd7f5c144!8m2!3d-25.4200101!4d-49.2283456!16s%2Fg%2F1vd771m2!19sChIJbweaqb7l3JQRRMH113urlXQ?authuser=0&hl=pt-BR&rclk=1","has_website"
"Construtora Baggio Ltda","construtora","Rua Nestor Victor, 839 - Água Verde, Curitiba - PR, 80620-400","04130256111","","http://www.construtorabaggio.com.br/","","https://www.instagram.com/construtorabaggio","https://www.google.com.br/maps/place/Construtora+Baggio+Ltda/data=!4m7!3m6!1s0x94dcfad121f68fad:0xf146df368132e33d!8m2!3d-25.4563808!4d-49.27306!16s%2Fg%2F1vg_8fx9!19sChIJrY_2IdH63JQRPeMygTbfRvE?authuser=0&hl=pt-BR&rclk=1","has_website"
"Construtora Criativa .","construtora","Alameda Princesa Izabel, 1430 - Bigorrilho, Curitiba - PR, 80730-080","041998771253","residenciasconstrutoracriativa@gmail.com","https://www.construtoracriativa.com.br/","","","https://www.google.com.br/maps/place/Construtora+Criativa+./data=!4m7!3m6!1s0x94dce3f3daac0001:0x86eb740dc48131b2!8m2!3d-25.4329742!4d-49.2910944!16s%2Fg%2F11h63dwr6_!19sChIJAQCs2vPj3JQRsjGBxA1064Y?authuser=0&hl=pt-BR&rclk=1","has_website"
"Leme Construtora","construtora","Av. Cel. Lucas de Oliveira, 894 - Bela Vista, Porto Alegre - RS, 90460-001","","suprimentos@lemeconstrutora.com.br","http://www.lemeconstrutora.com.br/","","","https://www.google.com.br/maps/place/Leme+Construtora/data=!4m7!3m6!1s0x95197903e9ae4229:0xa17c2ddca15d2a37!8m2!3d-30.0304849!4d-51.1941986!16s%2Fg%2F11nmsc1w17!19sChIJKUKu6QN5GZURNypdodwtfKE?authuser=0&hl=pt-BR&rclk=1","has_website"
"Colla Construções - Construtora e Incorporadora","construtora","R. Santana, 588 - Santana, Porto Alegre - RS, 90040-371","05132230577","relacionamento@colla.cx","http://www.collaconstrucoes.com.br/","","https://www.instagram.com/collaconstrucoes","https://www.google.com.br/maps/place/Colla+Constru%C3%A7%C3%B5es+-+Construtora+e+Incorporadora/data=!4m7!3m6!1s0x95197850222b2791:0xf522aff1b6250d55!8m2!3d-30.0434486!4d-51.2109964!16s%2Fg%2F1v9416v9!19sChIJkScrIlB4GZURVQ0ltvGvIvU?authuser=0&hl=pt-BR&rclk=1","has_website"
"4T Construtora","construtora","R. Matias José Bins, 426 - Três Figueiras, Porto Alegre - RS, 91330-290","05130940288","contato@4tconstrutora.com.br","https://4tconstrutora.com.br/","https://www.linkedin.com/company/4t-construtora","https://www.instagram.com/4tconstrutora","https://www.google.com.br/maps/place/4T+Construtora/data=!4m7!3m6!1s0x9519789e7e11a561:0xee4e44d5e67bce18!8m2!3d-30.0386967!4d-51.1702995!16s%2Fg%2F11c585km7j!19sChIJYaURfp54GZURGM575tVETu4?authuser=0&hl=pt-BR&rclk=1","has_website"
"Pavei Empreendimentos","construtora","R. Dom Pedro II, 978 - Higienópolis, Porto Alegre - RS, 90550-141","05133256992","","http://www.pavei.com.br/","","https://www.instagram.com/paveiconstrutora","https://www.google.com.br/maps/place/Pavei+Empreendimentos/data=!4m7!3m6!1s0x951979d3e36fffff:0x23e49db5d47ccba1!8m2!3d-30.0154504!4d-51.1862963!16s%2Fg%2F11fy1k9wzr!19sChIJ__9v49N5GZURoct81LWd5CM?authuser=0&hl=pt-BR&rclk=1","has_website"
"Construtora Baldasso Ltda.","construtora","R. Cristóvão Pereira, 117 - 6º andar - Passo d'Areia, Porto Alegre - RS, 91030-420","05133413010","","http://baldasso.com.br/","","https://www.instagram.com/construtora.baldasso","https://www.google.com.br/maps/place/Construtora+Baldasso+Ltda./data=!4m7!3m6!1s0x9519777022090947:0xf2510e48b4cf8473!8m2!3d-30.0106179!4d-51.1674878!16s%2Fg%2F1vzg3dh4!19sChIJRwkJInB3GZURc4TPtEgOUfI?authuser=0&hl=pt-BR&rclk=1","has_website"
"TGD Incorporação e Construção","construtora","R. Ramiro Barcelos, 1201 - Independência, Porto Alegre - RS, 90035-005","05133305522","contato@tgd.eng.br","https://www.tgd.eng.br/","","https://www.instagram.com/tgdincorporacaoeconstrucao","https://www.google.com.br/maps/place/TGD+Incorpora%C3%A7%C3%A3o+e+Constru%C3%A7%C3%A3o/data=!4m7!3m6!1s0x951978312629b751:0x9efc2ff13c9c9130!8m2!3d-30.0295467!4d-51.2090377!16s%2Fg%2F1wf39sl5!19sChIJUbcpJjF4GZURMJGcPPEv_J4?authuser=0&hl=pt-BR&rclk=1","has_website"
"Construtora GPinheiro Ltda","construtora","Av. Plínio Brasil Milano, 567 - sala 701 - Higienópolis, Porto Alegre - RS, 90520-002","05131038266","","http://www.gpinheiro.com.br/","","","https://www.google.com.br/maps/place/Construtora+GPinheiro+Ltda/data=!4m7!3m6!1s0x9519784b491e91f9:0xc0b9362db401368d!8m2!3d-30.0221072!4d-51.1856073!16s%2Fg%2F1ptxwcs42!19sChIJ-ZEeSUt4GZURjTYBtC02ucA?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Ivo Rizzo Incorporadora","construtora","R. Félix da Cunha, 1213 - Moinhos de Vento, Porto Alegre - RS, 90570-000","051996018459","atendimento@ivorizzo.com.br","https://www.ivorizzo.com.br/","https://www.linkedin.com/company/curtaivorizzo","https://www.instagram.com/curtaivorizzo","https://www.google.com.br/maps/place/Ivo+Rizzo+Incorporadora/data=!4m7!3m6!1s0x951979b78a279063:0xffe26b410687dca7!8m2!3d-30.0236078!4d-51.2020004!16s%2Fg%2F1tjyvsbb!19sChIJY5Anird5GZURp9yHBkFr4v8?authuser=0&hl=pt-BR&rclk=1","has_website"
"Teckla construtora e incorporadora","construtora","Centro Empresarial BarraShopping - Av. das Américas, 4200 - Bl 01, Sala 305 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907","021980211000","teckla@teckla.com.br","https://www.teckla.com.br/obras-em-andamento","","https://www.instagram.com/construtorateckla","https://www.google.com.br/maps/place/Teckla+construtora+e+incorporadora/data=!4m7!3m6!1s0x9be80573ae03d9:0x3d2555d27ed1e336!8m2!3d-22.9993817!4d-43.3534347!16s%2Fg%2F11hb6f7lpp!19sChIJ2QOucwXomwARNuPRftJVJT0?authuser=0&hl=pt-BR&rclk=1","has_website"
"Construtora Torre","construtora","R. Cordovil, 520 - Parada de Lucas, Rio de Janeiro - RJ, 21250-450","021999349322","filler@godaddy.com","https://www.construtoratorre.com.br/","https://www.linkedin.com/company/109761410","https://www.instagram.com/torreconstrutora_","https://www.google.com.br/maps/place/Construtora+Torre/data=!4m7!3m6!1s0x997b2117447ec3:0xa5b731f4dca5fa36!8m2!3d-22.8187018!4d-43.3046452!16s%2Fg%2F11xf8hd5z1!19sChIJw35EFyF7mQARNvql3PQxt6U?authuser=0&hl=pt-BR&rclk=1","has_website"
"Construtora Zadar","construtora","R. Sen. Dantas, 75 - sala 2212 - Centro, Rio de Janeiro - RJ, 20031-914","02121121657","","http://riwasa.com.br/","","","https://www.google.com.br/maps/place/Construtora+Zadar/data=!4m7!3m6!1s0x9983c2473b7cb3:0x47a028987f1e2274!8m2!3d-22.910107!4d-43.177968!16s%2Fg%2F1tsyq_pw!19sChIJs3w7R8KDmQARdCIef5gooEc?authuser=0&hl=pt-BR&rclk=1","has_website"
"Construtora São Bento","construtora","Av. Graça Aranha, 19 - Centro, Rio de Janeiro - RJ, 20030-002","02122200200","","http://construtorasaobento.com.br/","","","https://www.google.com.br/maps/place/Construtora+S%C3%A3o+Bento/data=!4m7!3m6!1s0x9981df76538cd9:0x159479e7b3c18b7!8m2!3d-22.9101533!4d-43.1740687!16s%2Fg%2F1tdgr15z!19sChIJ2YxTdt-BmQARtxg8e55HWQE?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Cury Construtora - (RJ)","construtora","R. da Quitanda, 86 - 7º andar - Centro, Rio de Janeiro - RJ, 20091-005","02135436888","novosnegociosrj@cury.net","https://cury.net/","https://www.linkedin.com/company/cury-construtora","https://www.instagram.com/curyconstrutora","https://www.google.com.br/maps/place/Cury+Construtora+-+%28RJ%29/data=!4m7!3m6!1s0x997fe38338a6ef:0xdb7b47199155e25!8m2!3d-22.902632!4d-43.17716!16s%2Fg%2F11l_h130yw!19sChIJ76Y4g-N_mQARJV4VmXG0tw0?authuser=0&hl=pt-BR&rclk=1","has_website"
"Dimensional Engenharia Ltda","construtora","R. Sete de Setembro, 98 - Centro, Rio de Janeiro - RJ, 20050-002","02122200368","contato@dimensionalengenharia.com","http://dimensionalengenharia.com/","https://www.linkedin.com/company/dimensional-engenharia","https://www.instagram.com/dimensional_engenharia","https://www.google.com.br/maps/place/Dimensional+Engenharia+Ltda/data=!4m7!3m6!1s0x997f5e3d93c1d5:0x173509c365c52626!8m2!3d-22.905346!4d-43.17853!16s%2Fg%2F1v1tp9hg!19sChIJ1cGTPV5_mQARJibFZcMJNRc?authuser=0&hl=pt-BR&rclk=1","has_website"
"Construtora Metropolitana SA","construtora","Estr. do Pedregoso, 2.605 - Campo Grande, Rio de Janeiro - RJ, 23078-450","02121327900","contato@cmsa.com.br","http://cmsa.com.br/","https://www.linkedin.com/company/construtorametropolitana","https://www.instagram.com/construtorametropolitana","https://www.google.com.br/maps/place/Construtora+Metropolitana+SA/data=!4m7!3m6!1s0x9be225a8839157:0x25282b3196b106d7!8m2!3d-22.8595376!4d-43.5656511!16s%2Fg%2F11bz_p63s3!19sChIJV5GDqCXimwAR1waxljErKCU?authuser=0&hl=pt-BR&rclk=1","has_website"
"Lopez Marinho Engenharia e Construção Civil","construtora","Av. Rio Branco, 125 - Centro, Rio de Janeiro - RJ, 20040-006","02122218752","contato@lopezmarinho.com.br","https://www.lopezmarinho.com.br/","","","https://www.google.com.br/maps/place/Lopez+Marinho+Engenharia+e+Constru%C3%A7%C3%A3o+Civil/data=!4m7!3m6!1s0x997f5e594a6763:0x9a0a9540ca4ba85a!8m2!3d-22.9040457!4d-43.1777582!16s%2Fg%2F1tl_0dhq!19sChIJY2dKWV5_mQARWqhLykCVCpo?authuser=0&hl=pt-BR&rclk=1","has_website"
"TECNA Construtora","construtora","SHIS QI 7 Comércio Local Bloco E Salas 101/103/105/106 - Lago Sul, Brasília - DF, 71615-750","06132485024","ouvidoria@tecnaconstrutora.com.br","http://www.tecnaconstrutora.com.br/","https://www.linkedin.com/company/tecnaconstrutora","https://www.instagram.com/tecna_construtora","https://www.google.com.br/maps/place/TECNA+Construtora/data=!4m7!3m6!1s0x935a251e743020d7:0xb5ec2fbd992f2bf2!8m2!3d-15.8409522!4d-47.8837723!16s%2Fg%2F11c5qs6xfk!19sChIJ1yAwdB4lWpMR8isvmb0v7LU?authuser=0&hl=pt-BR&rclk=1","has_website"
"Construtora de Casas em Brasília | Brasil","construtora","Complexo Brasil 21, Conjunto A, Sala, 501 - Quadra SHS 6, Brasília - DF, 70316-102","06135431633","","https://construtoradecasasbrasilia.com.br/","","","https://www.google.com.br/maps/place/Construtora+de+Casas+em+Bras%C3%ADlia+%7C+Brasil/data=!4m7!3m6!1s0x935a23e3bf3c77df:0xae0c585f2cefc375!8m2!3d-15.7931204!4d-47.891941!16s%2Fg%2F11vl1xpdxk!19sChIJ33c8v-MjWpMRdcPvLF9YDK4?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Construtora Nacional","construtora","Asa Norte Superquadra Norte 114 - Asa Norte, Brasília - DF, 70764-070","061986091250","","https://www.instagram.com/construtoranacionalbsb/","","https://about.instagram.com/","https://www.google.com.br/maps/place/Construtora+Nacional/data=!4m7!3m6!1s0x935a3b19953d734d:0x125c3887575e1164!8m2!3d-15.7453167!4d-47.8916986!16s%2Fg%2F11kbw6jz9m!19sChIJTXM9lRk7WpMRZBFeV4c4XBI?authuser=0&hl=pt-BR&rclk=1","has_website"
"ConstruSat","construtora","Acamp DFL Lote 05 - Vila Planalto, Brasília - DF, 70803-020","06132451717","","http://www.construsatdf.com.br/","","","https://www.google.com.br/maps/place/ConstruSat/data=!4m7!3m6!1s0x935a24f8d04ed729:0xf45409728948038e!8m2!3d-15.7899501!4d-47.8545511!16s%2Fg%2F11cmsp3wcv!19sChIJKddO0PgkWpMRjgNIiXIJVPQ?authuser=0&hl=pt-BR&rclk=1","broken_website"
"Construtora LDN","construtora","Sepn 504 Bloco C s/n lj 60, SHCN, Brasília - DF, 70730-523","06133268882","","http://www.ldn.com.br/","","","https://www.google.com.br/maps/place/Construtora+LDN/data=!4m7!3m6!1s0x935a3a5154d58303:0x700bb0fac8242e21!8m2!3d-15.7762381!4d-47.8875527!16s%2Fg%2F11b6hsg2l2!19sChIJA4PVVFE6WpMRIS4kyPqwC3A?authuser=0&hl=pt-BR&rclk=1","has_website"
"Construtora Villela e Carvalho","construtora","Saa Q 2 - Asa Norte, Brasília - DF, 70297-400","06133610033","","https://construtoravillela.com.br/","https://www.linkedin.com/company/construtora-villela-carvalho-ltda","https://www.instagram.com/construtoravillela","https://www.google.com.br/maps/place/Construtora+Villela+e+Carvalho/data=!4m7!3m6!1s0x93598a0ff9336fbb:0x2991303f3695faf9!8m2!3d-15.757709!4d-47.934517!16s%2Fg%2F1ptxn7qyb!19sChIJu28z-Q-KWZMR-fqVNj8wkSk?authuser=0&hl=pt-BR&rclk=1","has_website"
"Valeriano Construtora","construtora","C - SHS, Quadra 06, Complexo Brasil 21, sala 501, Brasília - DF, 70316-102","061983756803","","https://www.valerianoconstrutora.com.br/","","https://www.instagram.com/valerianoconstrutora","https://www.google.com.br/maps/place/Valeriano+Construtora/data=!4m7!3m6!1s0x935a2f0e5537d227:0x5e2fd21396e45fb7!8m2!3d-15.7929895!4d-47.8929217!16s%2Fg%2F11qpfy0391!19sChIJJ9I3VQ4vWpMRt1_klhPSL14?authuser=0&hl=pt-BR&rclk=1","has_website"
"Planalto Construtora","construtora","Saa Q 3 - SIA, Brasília - DF, 70632-300","06132269906","rh@construtoraplanalto.com.br","https://www.construtoraplanalto.com.br/","","https://www.instagram.com/construtora.planalto","https://www.google.com.br/maps/place/Planalto+Construtora/data=!4m7!3m6!1s0x935a30b1a51ffd97:0x89af3c0d4c0c536b!8m2!3d-15.7605329!4d-47.9336377!16s%2Fg%2F11hz8yx6_j!19sChIJl_0fpbEwWpMRa1MMTA08r4k?authuser=0&hl=pt-BR&rclk=1","has_website"
"Alle Idiomas","escola de idiomas","Av. Brigadeiro Luís Antônio, 3085 - Jardim Paulista, São Paulo - SP, 01401-000","011954265853","alleidiomas@alleidiomas.com.br","https://www.alleidiomas.com.br/","","https://www.instagram.com/alleidiomas","https://www.google.com.br/maps/place/Alle+Idiomas/data=!4m7!3m6!1s0x94ce59c1bf542e49:0xc4f7d96e6a5f3d01!8m2!3d-23.5730686!4d-46.6543299!16s%2Fg%2F11g_ydvdc!19sChIJSS5Uv8FZzpQRAT1fam7Z98Q?authuser=0&hl=pt-BR&rclk=1","has_website"
"inFlux Pinheiros: Cursos de Inglês, Espanhol, Idiomas em São Paulo SP","escola de idiomas","R. Fradique Coutinho, 75 - Pinheiros, São Paulo - SP, 05416-010","01130813549","chosen-sprite@2x.png","https://www.influx.com.br/unidade/influx-sao-paulo-pinheiros/","https://www.linkedin.com/company/influx-english-school","https://www.instagram.com/influxbr","https://www.google.com.br/maps/place/inFlux+Pinheiros:+Cursos+de+Ingl%C3%AAs,+Espanhol,+Idiomas+em+S%C3%A3o+Paulo+SP/data=!4m7!3m6!1s0x94ce57760220f1eb:0x672e1cdcd7db7321!8m2!3d-23.5657353!4d-46.684879!16s%2Fg%2F1tfpqtk4!19sChIJ6_EgAnZXzpQRIXPb19wcLmc?authuser=0&hl=pt-BR&rclk=1","has_website"
"Berlitz Haddock Lobo São Paulo - Centro de idiomas","escola de idiomas","Rua Haddock Lobo, 1152 - Cerqueira César, São Paulo - SP, 01414-002","40034764","","https://www.berlitz.com/pt-br/unidades/sao-paulo/haddock-lobo?utm_source=google_my_business&utm_medium=organic&utm_campaign=gmb_haddock","https://www.linkedin.com/company/berlitz-centro-de-idiomas-s-a","https://www.instagram.com/berlitzbrasil","https://www.google.com.br/maps/place/Berlitz+Haddock+Lobo+S%C3%A3o+Paulo+-+Centro+de+idiomas/data=!4m7!3m6!1s0x94ce59d380d5d73d:0x9b0f32cac1765794!8m2!3d-23.561477!4d-46.6656358!16s%2Fg%2F1tgjmdwz!19sChIJPdfVgNNZzpQRlFd2wcoyD5s?authuser=0&hl=pt-BR&rclk=1","has_website"
"Seven Hub de Aprendizado Bilíngue - Unid. Augusta","escola de idiomas","R. Augusta, 1449 - Consolação, São Paulo - SP, 01305-100","","","https://sevenbilingue.com.br/","https://www.linkedin.com/company/sevenbilingue","https://www.instagram.com/sevenbilingue","https://www.google.com.br/maps/place/Seven+Hub+de+Aprendizado+Bil%C3%ADngue+-+Unid.+Augusta/data=!4m7!3m6!1s0x94ce59ccd4b15b39:0xb1fc9a7ff99433ac!8m2!3d-23.556439!4d-46.658292!16s%2Fg%2F1tkvbwpr!19sChIJOVux1MxZzpQRrDOU-X-a_LE?authuser=0&hl=pt-BR&rclk=1","has_website"
"SPEAKWORLD IDIOMAS","escola de idiomas","Av. Gen. Ataliba Leonel, Leonel, 3443 - Parada Inglesa, São Paulo - SP, 02242-001","01129533244","atendimento@speakworld.com.br","https://www.speakworld.com.br/","https://www.linkedin.com/company/speakworld","https://www.instagram.com/speakworldidiomas","https://www.google.com.br/maps/place/SPEAKWORLD+IDIOMAS/data=!4m7!3m6!1s0x94cef64016535103:0x63ed44daaddaaed7!8m2!3d-23.4865159!4d-46.6061116!16s%2Fg%2F1tdq2868!19sChIJA1FTFkD2zpQR167ardpE7WM?authuser=0&hl=pt-BR&rclk=1","has_website"
"United Idiomas - Consolação","escola de idiomas","Rua Haddock Lobo, 131 - Sala 101 - Consolação, São Paulo - SP, 01414-001","011937113469","","https://www.unitedidiomas.com/unidades/curso-de-ingles-consolacao","https://www.linkedin.com/company/united-institute","https://www.instagram.com/unitedidiomas","https://www.google.com.br/maps/place/United+Idiomas+-+Consola%C3%A7%C3%A3o/data=!4m7!3m6!1s0x94ce59d327e8e59d:0x677d82c7e6351d5d!8m2!3d-23.5551713!4d-46.6582898!16s%2Fg%2F12hnnq8sf!19sChIJneXoJ9NZzpQRXR015seCfWc?authuser=0&hl=pt-BR&rclk=1","has_website"
"Berlitz Berrini São Paulo - Centro de Idiomas","escola de idiomas","Av. Engenheiro Luís Carlos Berrini, 470 - Itaim Bibi, São Paulo - SP, 04571-000","40034764","","https://www.berlitz.com/pt-br/unidades/sao-paulo/berrini?utm_source=google_my_business&utm_medium=organic&utm_campaign=gmb_berrini","https://www.linkedin.com/company/berlitz-centro-de-idiomas-s-a","https://www.instagram.com/berlitzbrasil","https://www.google.com.br/maps/place/Berlitz+Berrini+S%C3%A3o+Paulo+-+Centro+de+Idiomas/data=!4m7!3m6!1s0x94ce57367101ca8f:0x5d32f93c8880ef6a!8m2!3d-23.6008689!4d-46.6915679!16s%2Fg%2F1w347r0m!19sChIJj8oBcTZXzpQRau-AiDz5Ml0?authuser=0&hl=pt-BR&rclk=1","has_website"
"Class Idiomas","escola de idiomas","Av. da Aclimação, 489 - Aclimação, São Paulo - SP, 01531-000","011963386176","","","","","https://www.google.com.br/maps/place/Class+Idiomas/data=!4m7!3m6!1s0x94ce599f25bf34f7:0xcd4f3b99c1414845!8m2!3d-23.5708327!4d-46.6329319!16s%2Fg%2F11g_ydvdb!19sChIJ9zS_JZ9ZzpQRRUhBwZk7T80?authuser=0&hl=pt-BR&rclk=1","no_website"
"Newcastle Idiomas","escola de idiomas","Av. Orosimbo Maia, 611 - Vila Itapura, Campinas - SP, 13023-002","019994939999","central@newcastleidiomas.com.br","http://newcastleidiomas.com.br/","https://www.linkedin.com/company/newcastleidiomas","https://www.instagram.com/newcastleidiomas","https://www.google.com.br/maps/place/Newcastle+Idiomas/data=!4m7!3m6!1s0x94c8cf4830cd4797:0x7fcba5c72aa2af5c!8m2!3d-22.8956738!4d-47.0617416!16s%2Fg%2F11h0wns2b!19sChIJl0fNMEjPyJQRXK-iKsely38?authuser=0&hl=pt-BR&rclk=1","has_website"
"CNA Campinas - Cambuí","escola de idiomas","Av. Júlio de Mesquita, 804 - Cambuí, Campinas - SP, 13025-061","01932533238","campinascambui@cna.com.br","https://www.cna.com.br/campinas-cambui","https://www.linkedin.com/company/cna-idiomas-oficial","https://www.instagram.com/cnaoficial","https://www.google.com.br/maps/place/CNA+Campinas+-+Cambu%C3%AD/data=!4m7!3m6!1s0x94c8cf4dbeb22785:0xd34fa2569562aba5!8m2!3d-22.8985441!4d-47.0553952!16s%2Fg%2F1tf82qcx!19sChIJhSeyvk3PyJQRpatilVaiT9M?authuser=0&hl=pt-BR&rclk=1","has_website"
"Excellent Global Campinas Marieta","escola de idiomas","Av: DR Angelo Simões, 715 - Vila Marieta, Campinas - SP, 13041-150","01933250280","comercial@excellentglobalcampinas.com.br","http://www.excellentglobalcampinas.com.br/","","https://www.instagram.com/excellentglobal.campinas","https://www.google.com.br/maps/place/Excellent+Global+Campinas+Marieta/data=!4m7!3m6!1s0x94c8cf2b8d5f5233:0xb19a6696396387ba!8m2!3d-22.9226587!4d-47.0547109!16s%2Fg%2F11bbrng1cl!19sChIJM1JfjSvPyJQRuodjOZZmmrE?authuser=0&hl=pt-BR&rclk=1","has_website"
"inFlux Cambuí: Cursos de Inglês, Espanhol, Idiomas em Campinas SP","escola de idiomas","R. Barreto Leme, 1653 - Cambuí, Campinas - SP, 13010-201","01932344400","chosen-sprite@2x.png","https://www.influx.com.br/unidade/influx-campinas-cambui/","https://www.linkedin.com/company/influx-english-school","https://www.instagram.com/influxbr","https://www.google.com.br/maps/place/inFlux+Cambu%C3%AD:+Cursos+de+Ingl%C3%AAs,+Espanhol,+Idiomas+em+Campinas+SP/data=!4m7!3m6!1s0x94c8cf4da050a801:0x8384ddd993b55393!8m2!3d-22.8997126!4d-47.0558088!16s%2Fg%2F12hk69wqc!19sChIJAahQoE3PyJQRk1O1k9ndhIM?authuser=0&hl=pt-BR&rclk=1","has_website"
"CCAA Cambui","escola de idiomas","R. Joaquim Novaes, 187 - Cambuí, Campinas - SP, 13015-140","01932376109","abaete@ccaa.com.br","http://www.ccaa.com.br/unidade/cambui","https://www.linkedin.com/company/330050","https://www.instagram.com/ccaa","https://www.google.com.br/maps/place/CCAA+Cambui/data=!4m7!3m6!1s0x94c8cf4d63c4200f:0xeaa166917c8d9675!8m2!3d-22.8988109!4d-47.0568043!16s%2Fg%2F1td_zqck!19sChIJDyDEY03PyJQRdZaNfJFmoeo?authuser=0&hl=pt-BR&rclk=1","has_website"
"Wizard by Pearson Campinas Castelo","escola de idiomas","Av. Andrade Neves, 2448 - Jardim Chapadão, Campinas - SP, 13070-001","01932430744","campinascastelo2@wizard.com.br","https://www.wizard.com.br/escolas/campinascastelo2/","","","https://www.google.com.br/maps/place/Wizard+by+Pearson+Campinas+Castelo/data=!4m7!3m6!1s0x94c8c6187a01b385:0xdef067edc44abbac!8m2!3d-22.8883689!4d-47.0775505!16s%2Fg%2F11hcfqmps6!19sChIJhbMBehjGyJQRrLtKxO1n8N4?authuser=0&hl=pt-BR&rclk=1","has_website"
"CNA Campinas Amoreiras","escola de idiomas","Av. Francisco de Paula Oliveira Nazareth, 164 - São Bernardo, Campinas - SP, 13031-440","01925151111","amoreiras@cna.com.br","https://www.cna.com.br/campinas-amoreiras","https://www.linkedin.com/company/cna-idiomas-oficial","https://www.instagram.com/cnaoficial","https://www.google.com.br/maps/place/CNA+Campinas+Amoreiras/data=!4m7!3m6!1s0x94c8c9b6b2f7685b:0x30c35f41224959f!8m2!3d-22.9236518!4d-47.0819451!16s%2Fg%2F11bbrswjsb!19sChIJW2j3srbJyJQRn5UkEvQ1DAM?authuser=0&hl=pt-BR&rclk=1","has_website"
"Lumière Idiomas e Traduções","escola de idiomas","Rua Tranquilo Prósperi, 249 - Barão Geraldo, Campinas - SP, 13084-778","01932490556","contato@lumiereidiomas.com.br","https://lumiereidiomas.com.br/","https://br.linkedin.com/in/lumi%C3%A8re-idiomas-e-tradu%C3%A7%C3%B5es-b9596a34","https://www.instagram.com/lumiereidiomas","https://www.google.com.br/maps/place/Lumi%C3%A8re+Idiomas+e+Tradu%C3%A7%C3%B5es/data=!4m7!3m6!1s0x94c8c6c75faf6f59:0x83102284d365b121!8m2!3d-22.831283!4d-47.076767!16s%2Fg%2F1tgnss2g!19sChIJWW-vX8fGyJQRIbFl04QiEIM?authuser=0&hl=pt-BR&rclk=1","has_website"
"inFlux Cidade Jardim: Cursos de Inglês, Espanhol, Idiomas em Belo Horizonte MG","escola de idiomas","Av. Prudente de Morais, 167 - Loja 06 - Santo Antônio, Belo Horizonte - MG, 30350-093","03133448101","chosen-sprite@2x.png","https://www.influx.com.br/unidade/influx-bh-cidade-jardim/","https://www.linkedin.com/company/influx-english-school","https://www.instagram.com/influxbr","https://www.google.com.br/maps/place/inFlux+Cidade+Jardim:+Cursos+de+Ingl%C3%AAs,+Espanhol,+Idiomas+em+Belo+Horizonte+MG/data=!4m7!3m6!1s0xa6976333a06d4b:0x7cbfc5e78b32faed!8m2!3d-19.9370434!4d-43.9469264!16s%2Fg%2F11gzqh10v!19sChIJS22gM2OXpgAR7foyi-fFv3w?authuser=0&hl=pt-BR&rclk=1","has_website"
"InFlux Sagrada Familia: Cursos de Inglês, Espanhol, Idiomas em Belo Horizonte","escola de idiomas","R. Pitangui, 2236 - Sagrada Família, Belo Horizonte - MG, 31030-204","03125269626","chosen-sprite@2x.png","https://www.influx.com.br/unidade/influx-bh-sagrada-familia/","https://www.linkedin.com/company/influx-english-school","https://www.instagram.com/influxbr","https://www.google.com.br/maps/place/InFlux+Sagrada+Familia:+Cursos+de+Ingl%C3%AAs,+Espanhol,+Idiomas+em+Belo+Horizonte/data=!4m7!3m6!1s0xa69a18441341e3:0x18c5b9871c22aa8c!8m2!3d-19.9067756!4d-43.9258494!16s%2Fg%2F11h08ckpj!19sChIJ40ETRBiapgARjKoiHIe5xRg?authuser=0&hl=pt-BR&rclk=1","has_website"
"inFlux Castelo: Cursos de Inglês, Espanhol, Idiomas em Belo Horizonte MG","escola de idiomas","R. Castelo de Guimarães, 637 - Castelo, Belo Horizonte - MG, 31330-250","03135665530","chosen-sprite@2x.png","https://www.influx.com.br/unidade/influx-bh-castelo/","https://www.linkedin.com/company/influx-english-school","https://www.instagram.com/influxbr","https://www.google.com.br/maps/place/inFlux+Castelo:+Cursos+de+Ingl%C3%AAs,+Espanhol,+Idiomas+em+Belo+Horizonte+MG/data=!4m7!3m6!1s0xa69138154434ab:0x5bd004f46601fa35!8m2!3d-19.8812457!4d-43.999691!16s%2Fg%2F11cjx9ts9t!19sChIJqzREFTiRpgARNfoBZvQE0Fs?authuser=0&hl=pt-BR&rclk=1","has_website"
